Ano;DscClassificacao;Descricao Categoria;Agente;CNPJ;Ordem IASC;MdaIndicadorQualidade;MdaIndicadorSatisfacao;MdaIndicadorFidelidade;MdaIndicadorValor;MdaIndicadorConfianca;MdaMediaSatisfacaoS1;MdaMediaSatisfacaoS2;MdaMediaSatisfacaoS3;MdaMediaQualidadeInformacao;MdaMediaQualidadeAcesso;MdaMediaQualidadeConfiabilidade;MdaMediaSatisfacao
2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;30;72,6;54,4;26,0;20,9;69,5;6,3;5,9;5,6;7,0;8,0;7,6;5,9
2021;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D Equatorial;08.467.115./000.1-00;31;72,3;54,0;25,9;21,1;68,3;6,4;5,7;5,4;7,1;7,9;7,5;5,9
2021;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;32;71,0;53,4;25,0;22,2;66,7;6,1;5,9;5,4;7,2;7,8;7,2;5,8
2021;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;DCELT;83.855.973./000.1-30;33;69,9;53,1;25,4;22,1;68,5;6,1;5,7;5,5;6,8;7,4;7,6;5,8
2021;Concessionária;Nordeste;Neoenergia Pernambuco;10.835.932./000.1-08;34;71,6;53,0;25,7;20,4;65,5;5,9;6,1;5,2;7,0;7,8;7,5;5,8
2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;35;70,2;52,7;25,0;22,1;65,3;6,0;5,8;5,5;6,8;7,8;7,3;5,7
2021;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;36;78,0;52,2;17,2;15,2;69,2;5,9;5,8;5,4;7,2;8,6;8,2;5,7
2021;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;37;69,3;52,2;26,3;21,3;64,9;5,8;5,8;5,4;6,7;7,6;7,4;5,7
2021;Concessionária;Norte;Energisa Tocantins;25.086.034./000.1-71;38;68,4;52,1;24,4;22,4;64,4;5,8;5,9;5,4;6,5;7,6;7,3;5,7
2021;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;07.522.669./000.1-92;39;68,7;51,9;25,1;22,0;62,0;6,1;5,6;5,3;6,8;7,7;7,0;5,7
2021;Concessionária;Nordeste;Equatorial Piauí;06.840.748./000.1-89;40;65,9;51,3;24,5;20,9;64,8;5,8;5,7;5,3;6,6;7,4;6,8;5,6
2021;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;41;67,9;51,0;24,1;20,8;64,8;5,6;5,8;5,3;6,6;7,6;7,1;5,6
2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;33.050.071./000.1-58;42;66,6;48,0;23,4;19,9;59,3;5,8;5,3;4,8;6,7;7,5;6,8;5,3
2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;60.444.437./000.1-46;43;62,7;47,8;24,0;20,2;54,6;5,7;5,3;5,0;6,3;7,0;6,6;5,3
2021;Concessionária;Norte;Equatorial Pará;04.895.728./000.1-80;44;63,3;45,9;22,3;18,4;57,9;5,2;5,5;4,7;6,2;7,1;6,8;5,1
2021;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;01.543.032./000.1-04;45;62,5;45,8;23,0;20,5;54,6;5,4;5,1;4,8;6,1;7,3;6,5;5,1
2021;Concessionária;Norte;Energisa Rondônia;05.914.650./000.1-66;46;63,7;45,0;21,6;19,4;54,5;5,2;5,2;4,8;6,2;7,2;6,8;5,1
2021;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;47;62,0;45,0;22,3;17,3;53,4;5,0;5,3;4,8;5,7;7,2;6,7;5,0
2021;Concessionária;Norte;Amazonas Energia;02.341.467./000.1-20;48;64,1;44,8;21,4;20,5;58,6;5,2;5,3;4,6;6,5;7,3;6,5;5,0
2021;Concessionária;Norte;Amazonas Energia;02.341.467./000.4-73;48;64,1;44,8;21,4;20,5;58,6;5,2;5,3;4,6;6,5;7,3;6,5;5,0
2021;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;49;67,2;44,6;22,1;18,4;59,7;5,1;5,1;4,8;6,6;7,5;7,1;5,0
2021;Concessionária;Norte;Roraima Energia;02.341.470./000.1-44;50;62,2;44,1;21,3;20,0;55,9;5,0;5,3;4,7;6,4;7,0;6,3;5,0
2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;51;63,9;42,3;20,3;13,9;53,0;5,1;4,8;4,5;6,2;7,2;6,8;4,8
2021;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;52;56,5;39,7;20,8;17,1;45,5;4,7;4,6;4,4;5,7;6,6;6,0;4,6
2021;Concessionária;Norte;CEA Equatorial;05.965.546./000.1-09;53;54,6;35,3;18,2;19,1;46,0;4,3;4,5;3,7;5,7;6,4;5,7;4,2
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Codesam;11.810.343./000.1-38;1;92,4;79,3;39,8;49,0;91,1;8,4;8,0;8,0;9,1;9,5;9,3;8,1
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermissões;97.081.434./000.1-03;2;91,8;78,4;37,4;35,9;92,6;8,4;7,9;7,8;9,1;9,5;9,2;8,1
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceriluz;87.656.989./000.1-74;3;90,3;75,8;35,2;36,1;90,4;8,2;7,6;7,6;8,9;9,4;9,2;7,8
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cegero;86.444.163./000.1-89;4;90,6;75,2;37,0;41,8;90,0;8,3;7,5;7,5;8,8;9,3;9,3;7,8
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopercocal;86.532.348./000.1-45;5;90,0;74,2;34,9;36,9;87,6;8,1;7,6;7,3;8,7;9,4;9,2;7,7
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Creluz-D;91.950.261./000.1-28;6;88,7;73,1;34,4;30,0;88,6;7,8;7,6;7,3;8,6;9,4;9,0;7,6
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coprel;90.660.754./000.1-60;7;89,5;73,0;36,0;34,6;90,6;8,0;7,5;7,2;8,9;9,3;9,0;7,6
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cooperluz;95.824.322./000.1-61;8;84,9;72,9;35,0;31,5;86,8;8,1;7,2;7,3;8,5;8,8;8,6;7,6
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certel Energia;09.257.558./000.1-21;9;85,9;72,9;34,4;28,5;85,8;8,0;7,5;7,2;8,1;9,1;8,9;7,6
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cergal;86.439.510./000.1-85;10;86,1;71,1;35,1;27,2;86,4;7,6;7,3;7,3;8,2;9,1;8,9;7,4
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopermila;75.568.154./000.1-83;11;87,4;71,0;33,5;30,8;88,5;7,8;7,2;7,1;8,5;9,3;8,8;7,4
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Castro-Dis;30.460.297./000.1-39;12;88,6;70,9;33,0;39,4;88,4;7,8;7,0;7,4;8,7;9,1;9,0;7,4
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopera;83.646.653./000.1-70;13;83,6;68,6;33,7;35,2;81,8;7,7;6,9;6,9;7,9;8,8;8,8;7,2
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Certhil;98.042.963./000.1-52;14;84,9;68,3;33,3;32,3;85,9;7,7;6,9;6,7;8,5;9,0;8,5;7,1
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coorsel;86.448.057./000.1-73;15;87,3;68,2;31,6;29,7;81,3;7,5;7,0;6,9;8,3;9,3;9,0;7,1
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergral;86.449.170./000.1-73;16;85,1;68,1;30,2;27,6;82,1;7,7;6,9;6,8;8,1;9,0;8,8;7,1
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceraçá;09.364.804./000.1-44;17;81,4;67,9;30,5;31,7;80,7;7,4;6,9;7,1;8,0;8,7;8,2;7,1
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cooperzem;78.829.843./000.1-92;18;86,7;67,9;30,5;27,9;85,2;7,6;6,9;6,8;8,4;9,2;8,8;7,1
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Creral;89.435.598./000.1-55;19;82,7;67,6;31,7;27,1;83,8;7,4;7,1;6,8;8,1;8,9;8,3;7,1
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cersad Distribuidora;11.615.872./000.1-80;20;83,9;67,4;31,5;35,7;83,4;7,4;7,3;6,5;8,1;9,1;8,4;7,1
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cergapa;01.229.747./000.1-89;21;84,5;67,1;29,9;27,1;81,6;7,4;6,7;7,0;8,0;9,0;8,7;7,0
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cersul;86.512.670./000.1-02;22;85,4;67,0;29,9;33,3;85,0;7,6;6,6;6,8;8,3;8,9;8,8;7,0
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral-Dis;10.532.365./000.1-10;23;84,2;67,0;30,3;33,0;84,6;7,5;6,4;7,1;8,2;8,9;8,6;7,0
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermoful;86.533.346./000.1-70;24;84,2;66,7;30,3;27,1;78,6;7,4;6,8;6,8;7,8;9,1;8,9;7,0
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Certrel;76.583.962./000.1-82;25;83,2;66,7;29,9;27,8;78,5;7,5;6,9;6,6;7,7;9,0;8,7;7,0
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cernhe;53.176.038./000.1-86;26;81,1;65,9;30,5;24,7;80,9;7,3;6,8;6,7;7,8;8,6;8,4;6,9
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceprag;78.274.610./000.1-70;27;81,2;65,7;29,2;23,4;75,7;7,4;6,6;6,7;7,5;8,9;8,6;6,9
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Certaja Energia;97.839.922./000.1-29;28;79,9;64,6;28,3;27,8;80,0;7,3;6,7;6,4;7,8;8,7;8,0;6,8
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cerpro;44.560.381./000.1-39;29;79,6;64,2;30,4;22,5;76,9;7,2;6,7;6,4;7,4;8,6;8,5;6,8
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral Anitápolis;75.826.404./000.1-38;30;82,4;63,8;29,4;24,7;82,7;7,2;6,6;6,4;7,9;9,1;8,3;6,7
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cemirim;52.777.034./000.1-90;31;81,8;61,4;29,2;28,2;79,0;6,7;6,5;6,3;7,9;8,7;8,5;6,5
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerbranorte;86.433.042./000.1-31;32;81,7;60,2;27,8;23,6;74,0;6,9;6,3;6,1;7,7;8,9;8,5;6,4
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cetril;49.313.653./000.1-10;33;78,1;60,1;29,7;28,3;78,5;6,4;6,5;6,4;7,6;8,4;8,0;6,4
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cejama;85.665.990./000.1-30;34;79,3;60,1;26,2;22,1;74,3;6,7;6,2;6,3;7,1;8,9;8,4;6,4
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedrap;60.196.987./000.1-93;35;79,2;59,6;28,1;28,5;79,5;6,4;6,5;6,1;7,6;8,6;8,2;6,4
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cedri;50.105.865./000.1-90;36;71,2;57,1;24,2;22,7;70,1;6,4;6,2;5,8;6,8;7,9;7,5;6,1
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerej;82.574.864./000.1-81;37;72,8;56,7;27,1;23,5;72,8;6,5;6,1;5,8;6,9;8,3;7,5;6,1
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cervam;55.188.502./000.1-80;38;77,4;56,3;25,3;25,0;76,5;6,2;6,2;5,8;7,5;8,6;7,8;6,1
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cercos;13.107.842./000.1-99;39;76,5;55,6;23,5;23,2;72,9;5,9;6,3;5,8;7,2;8,3;8,2;6,0
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceripa;49.606.312./000.1-32;40;72,6;55,2;24,3;20,2;71,7;6,4;6,0;5,5;6,8;8,1;7,8;6,0
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopersul;87.462.750./000.1-63;41;73,5;54,6;23,8;27,4;70,9;6,1;6,0;5,6;7,3;8,4;7,2;5,9
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerfox;97.505.838./000.1-79;42;72,3;54,6;25,7;23,6;68,7;6,2;5,9;5,6;7,0;8,1;7,4;5,9
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerci;27.707.397./000.1-02;43;74,4;53,9;23,5;25,1;68,3;5,9;6,0;5,6;7,4;8,2;7,5;5,8
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerpalo;85.318.640./000.1-05;44;72,2;53,5;23,0;19,4;64,9;6,2;5,7;5,6;6,4;8,2;7,9;5,8
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceris;57.384.943./000.1-82;45;72,1;52,3;22,7;21,8;69,8;6,0;5,9;5,2;6,8;8,2;7,4;5,7
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopernorte;88.022.918./000.1-82;46;70,7;51,8;21,2;19,0;70,1;5,7;5,6;5,6;6,8;8,1;7,2;5,7
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerim;50.235.449./000.1-07;47;68,5;50,8;22,7;22,5;67,3;5,8;5,7;5,2;6,6;7,8;7,1;5,6
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cermc;52.548.732./000.1-14;48;68,8;48,2;21,8;23,9;67,9;5,5;5,3;5,3;7,0;7,8;6,8;5,3
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceral Araruama;28.610.236./000.1-69;49;67,5;47,9;25,7;24,5;65,1;5,3;5,5;5,1;6,7;7,8;6,7;5,3
2021;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cerrp;46.598.678./000.1-19;50;67,8;46,8;21,4;21,5;64,4;5,3;5,2;5,1;6,7;7,9;6,7;5,2
2021;Permissionária;Permissionárias até 10 mil unidades consumidoras;Ceres;31.465.487./000.1-01;51;62,1;46,6;19,9;18,8;55,5;5,4;5,2;4,9;6,0;7,1;6,7;5,2
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Mux Energia;97.578.090./000.1-34;1;87,7;79,0;;33,9;88,7;8,1;8,2;8,0;8,7;9,2;8,8;8,1
2020;Concessionária;Nordeste;Sulgipe;13.255.658./000.1-96;2;83,6;76,0;;38,5;84,7;7,7;8,0;7,8;8,2;8,9;8,5;7,8
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Hidropan;91.982.348./000.1-87;3;84,0;75,7;;27,2;81,5;8,0;7,6;7,8;8,3;8,8;8,5;7,8
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Forcel;79.850.574./000.1-09;4;82,8;70,2;;30,3;81,2;7,1;7,3;7,5;8,1;8,7;8,5;7,3
2020;Concessionária;Nordeste;Energisa Paraíba;09.095.183./000.1-40;5;78,5;70,2;;30,9;76,4;7,2;7,5;7,3;7,9;8,3;7,9;7,3
2020;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;CPFL Santa Cruz;53.859.112./000.1-69;6;80,5;69,7;;28,1;78,2;7,4;7,3;7,2;8,1;8,5;8,1;7,3
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Chesp;01.377.555./000.1-10;7;75,2;69,4;;33,7;74,9;7,2;7,2;7,4;7,5;8,0;7,9;7,2
2020;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cooperaliança;83.647.990./000.1-81;8;79,3;69,3;;28,9;75,5;7,3;7,3;7,1;7,8;8,5;8,1;7,2
2020;Concessionária;Nordeste;Energisa Borborema;08.826.596./000.1-95;9;77,7;68,4;;31,0;74,6;7,2;7,3;7,0;7,9;8,3;7,8;7,2
2020;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Santa Maria;27.485.069./000.1-09;10;83,0;68,3;;29,3;80,2;6,9;7,2;7,3;8,3;8,8;8,3;7,1
2020;Concessionária;Sul acima de 400 mil unidades consumidoras;Copel-Dis;04.368.898./000.1-06;11;78,1;67,9;;30,6;74,5;7,2;6,9;7,2;7,8;8,3;8,0;7,1
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eletrocar;88.446.034./000.1-55;12;77,4;67,8;;26,2;74,5;7,3;7,0;7,0;7,7;8,4;7,8;7,1
2020;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cocel;75.805.895./000.1-30;13;79,9;67,8;;28,7;75,1;7,1;7,1;7,2;7,9;8,5;8,2;7,1
2020;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;08.336.783./000.1-90;14;78,1;67,6;;31,4;73,8;7,4;6,9;7,0;7,8;8,3;8,0;7,1
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Demei;95.289.500./000.1-00;15;75,2;67,1;;26,2;74,2;7,0;6,9;7,2;7,6;8,1;7,6;7,0
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;DCELT;83.855.973./000.1-30;16;75,5;67,0;;32,0;76,5;7,2;7,0;6,9;7,8;7,7;7,9;7,0
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Energisa Sul-Sudeste;07.282.377./000.1-20;17;79,2;66,9;;27,2;74,8;7,1;7,1;6,9;7,9;8,5;7,9;7,0
2020;Concessionária;Nordeste;Energisa Sergipe;13.017.462./000.1-63;18;75,4;66,8;;30,8;72,2;6,9;7,2;6,9;7,5;8,2;7,6;7,0
2020;Concessionária;Sul acima de 400 mil unidades consumidoras;RGE;02.016.440./000.1-62;19;75,1;66,6;;23,5;73,1;7,1;6,9;7,0;7,5;8,2;7,6;7,0
2020;Concessionária;Nordeste;Neoenergia Cosern;08.324.196./000.1-81;20;75,9;66,1;;27,6;74,6;6,8;7,0;7,0;7,7;8,0;7,8;6,9
2020;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./006.6-01;21;76,8;66,1;;25,3;74,3;7,0;6,8;7,0;7,7;8,3;7,7;6,9
2020;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;19.527.639./000.1-58;21;76,8;66,1;;25,3;74,3;7,0;6,8;7,0;7,7;8,3;7,7;6,9
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Nova Palma;89.889.604./000.1-44;22;76,6;66,0;;24,2;75,4;7,0;6,9;6,9;7,7;8,5;7,5;6,9
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;86.301.124./000.1-22;23;81,6;65,6;;23,8;77,3;6,6;7,0;7,1;7,9;8,7;8,4;6,9
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;28.152.650./000.1-71;24;75,8;65,5;;28,9;72,4;6,8;6,9;6,9;7,6;8,1;7,8;6,9
2020;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;DMED;23.664.303./000.1-04;25;80,3;64,9;;26,2;74,4;7,0;6,5;7,0;8,1;8,5;8,1;6,8
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;04.172.213./000.1-51;26;75,8;64,0;;27,5;71,0;6,8;6,7;6,8;7,6;8,1;7,8;6,8
2020;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D Equatorial;08.467.115./000.1-00;27;73,6;63,7;;26,4;70,5;6,9;6,6;6,6;7,5;7,9;7,4;6,7
2020;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;07.522.669./000.1-92;28;73,7;63,4;;29,7;66,6;6,9;6,5;6,7;7,5;8,1;7,3;6,7
2020;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Nova Friburgo;33.249.046./000.1-06;29;74,0;63,3;;22,9;67,7;6,7;6,7;6,7;7,4;8,0;7,5;6,7
2020;Concessionária;Nordeste;Equatorial Maranhão;06.272.793./000.1-84;30;71,1;62,2;;25,8;69,6;6,5;6,6;6,7;7,3;7,6;7,3;6,6
2020;Concessionária;Nordeste;Neoenergia Coelba;15.139.629./000.1-94;31;70,5;61,9;;27,7;65,6;6,8;6,4;6,5;7,1;7,7;7,2;6,6
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;02.328.280./000.1-97;32;74,5;61,7;;27,2;70,6;6,6;6,5;6,6;7,5;8,1;7,5;6,6
2020;Concessionária;Nordeste;Neoenergia Pernambuco;10.835.932./000.1-08;33;69,9;61,5;;27,3;65,5;6,5;6,7;6,4;7,0;7,7;7,2;6,5
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;02.302.100./000.1-06;34;73,8;60,9;;27,1;69,7;6,5;6,4;6,5;7,5;8,0;7,4;6,5
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;33.050.196./000.1-88;35;74,9;59,9;;23,2;69,0;6,5;6,3;6,4;7,5;8,0;7,6;6,4
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Cemig-D;06.981.180./000.1-16;36;70,8;58,9;;21,7;65,6;6,3;6,3;6,3;7,3;7,7;7,1;6,3
2020;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Eflul;86.531.175./000.1-40;37;77,7;58,1;;14,7;69,3;5,7;6,5;6,4;7,6;8,5;7,9;6,2
2020;Concessionária;Nordeste;Enel Distribuição Ceará;07.047.251./000.1-70;38;69,4;57,1;;25,6;63,5;6,2;6,1;6,1;7,1;7,5;7,1;6,1
2020;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;15.413.826./000.1-50;39;65,4;56,7;;22,1;58,5;5,9;6,2;6,2;6,5;7,3;6,8;6,1
2020;Concessionária;Nordeste;Equatorial Piauí;06.840.748./000.1-89;40;67,8;56,4;;25,7;64,7;6,2;6,0;6,1;7,2;7,5;6,7;6,1
2020;Concessionária;Nordeste;Equatorial Alagoas;12.272.084./000.1-00;41;69,2;56,3;;28,1;63,8;6,2;6,1;5,9;7,1;7,6;7,0;6,1
2020;Concessionária;Norte;Energisa Tocantins;25.086.034./000.1-71;42;65,7;55,6;;20,3;59,7;5,8;5,9;6,3;6,6;7,4;6,7;6,0
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;60.444.437./000.1-46;43;66,3;55,3;;26,3;55,9;6,3;5,8;5,9;6,7;7,5;6,7;6,0
2020;Concessionária;Norte;Amazonas Energia;02.341.467./000.1-20;44;65,4;55,1;;22,6;58,3;6,0;5,9;5,9;6,8;7,2;6,6;6,0
2020;Concessionária;Norte;Amazonas Energia;02.341.467./000.4-73;44;65,4;55,1;;22,6;58,3;6,0;5,9;5,9;6,8;7,2;6,6;6,0
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;33.050.071./000.1-58;45;66,0;54,7;;23,9;58,1;6,1;5,8;5,9;6,8;7,4;6,6;5,9
2020;Concessionária;Norte;Equatorial Pará;04.895.728./000.1-80;46;64,9;53,8;;22,8;59,4;5,6;5,9;6,0;6,7;7,1;6,7;5,8
2020;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;61.695.227./000.1-93;47;64,0;48,9;;21,2;54,1;5,4;5,3;5,5;6,4;7,1;6,7;5,4
2020;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;01.543.032./000.1-04;48;59,4;48,3;;22,5;49,5;5,4;5,2;5,4;6,2;6,9;5,9;5,3
2020;Concessionária;Norte;Energisa Acre;04.065.033./000.1-70;49;61,9;46,5;;19,7;52,0;5,0;5,0;5,5;6,1;7,1;6,5;5,2
2020;Concessionária;Norte;Roraima Energia;02.341.470./000.1-44;50;61,8;46,2;;17,7;51,4;5,1;5,2;5,2;6,4;7,0;6,3;5,2
2020;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;03.467.321./000.1-99;51;56,8;45,5;;17,2;44,2;4,7;5,2;5,4;5,7;6,6;6,0;5,1
2020;Concessionária;Norte;Energisa Rondônia;05.914.650./000.1-66;52;58,8;43,8;;19,0;50,1;4,9;4,8;5,2;6,1;6,8;6,0;4,9
2020;Concessionária;Norte;CEA Equatorial;05.965.546./000.1-09;53;48,6;35,5;;19,1;38,1;4,3;4,1;4,1;5,3;5,8;5,0;4,2
2020;Permissionária;Permissionárias até 10 mil unidades consumidoras;Castro-Dis;30.460.297./000.1-39;1;91,5;85,7;;50,8;92,7;9,0;8,5;8,7;9,3;9,4;9,0;8,7
2020;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Ceriluz;87.656.989./000.1-74;2;88,5;84,4;;45,3;89,0;8,7;8,5;8,5;8,9;9,2;8,8;8,6
2020;Permissionária;Permissionárias até 10 mil unidades consumidoras;Codesam;11.810.343./000.1-38;3;91,7;84,2;;58,5;89,7;8,7;8,6;8,4;9,2;9,4;9,2;8,6
2020;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cergal;86.439.510./000.1-85;4;90,0;83,7;;41,0;90,0;8,6;8,8;8,2;8,9;9,3;9,1;8,5
2020;Permissionária;Permissionárias até 10 mil unidades consumidoras;Coopermila;75.568.154./000.1-83;5;89,2;83,0;;42,7;89,9;8,6;8,4;8,4;8,7;9,4;9,0;8,5
2020;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Cermissões;97.081.434./000.1-03;6;89,2;82,5;;33,5;90,2;8,5;8,4;8,4;8,9;9,3;9,0;8,4
2020;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coopercocal;86.532.348./000.1-45;7;89,5;82,1;;46,3;89,2;8,5;8,3;8,3;8,9;9,3;8,9;8,4
2020;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Creluz-D;91.950.261./000.1-28;8;89,1;82,0;;37,0;89,5;8,5;8,4;8,3;8,8;9,3;9,0;8,4
2020;Permissionária;Permissionárias acima de 10 mil unidades consumidoras;Coprel;90.660.754./000.1-60;9;90,9;81,1;;38,6;90,7;8,4;8,2;8,2;9,0;9,4;9,0;8,3
2020;Permissionária;Permissionárias até 10 mil unidades consumidoras;Cegero;86.444.163./000.1-89;10;87,7;80,2;;48,2;88,2;8,3;8,3;8,1;8,6;9,2;8,9;8,2
